Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
3530,1388162,2008-08-06T15:15:54Z,,41,How do I run Rake tasks within a Ruby script?,<p>I have a <code>Rakefile</code> with a Rake task that I would normally call from the command line:</p> <pre><code>rake blog:post Title </code></pre> <p>I'd like to write a Ruby script that calls that Rake task multiple times; but the only solution I see is shelling out using `` (backticks) or <code>system</code>.</p> <p>What's the right way to do this?</p>
3790,560,2008-08-06T18:15:43Z,,3,Is there a WMI Redistributable Package?,"<p>I've been working on a project that accesses the WMI to get information about the software installed on a user's machine. We've been querying Win32_Product only to find that it doesn't exist in 64-bit versions of Windows because it's an <a href=""http://msdn.microsoft.com/en-us/library/aa392726%28VS.85%29.aspx"" rel=""nofollow"">""optional component""</a>.</p> <p>I know there are a lot of really good alternatives to querying the WMI for this information; but I've got a bit of a <a href=""http://www.codeplex.com/linq2wmi"" rel=""nofollow"">vested interest</a> in finding out how well this is going to work out.</p> <p>What I want to know is if there's some kind of redistributable that can be packaged with our software to allow 64-bit users to get the WMI Installer Provider put onto their machines? Right now; they have to install it manually and the installation requires they have their Windows disc handy.</p> <p>Edit:</p> <blockquote> <p>You didn't mention for what OS; but the WMI Redistributable Components version 1.0 definitely exists.</p> </blockquote> <p>For Operation System; we've been using .NET 3.5 so we need packages that will work on XP64 and 64bit versions of Windows Vista.</p>"
4080,235,2008-08-06T22:45:27Z,2012-05-05T13:39:59Z,92,What code analysis tools do you use for your Java projects?,<p>What code analysis tools do you use on your Java projects?</p> <p>I am interested in all kinds</p> <ul> <li>static code analysis tools (FindBugs; PMD; and any others)</li> <li>code coverage tools (Cobertura; Emma; and any others)</li> <li>any other instrumentation-based tools </li> <li>anything else; if I'm missing something</li> </ul> <p>If applicable; also state what build tools you use and how well these tools integrate with both your IDEs and build tools. </p> <p>If a tool is only available a specific way (as an IDE plugin; or; say; a build tool plugin) that information is also worth noting.</p>
4110,369,2008-08-06T23:19:50Z,2014-12-30T11:43:01Z,7,What program can I use to generate diagrams of SQL view/table structure?,<p>I've been tasked with redesigning part of a ms-sql database structure which currently involves a lot of views; some of which contain joins to other views. </p> <p>Anyway; I wonder if anyone here could recommend a utility to automatically generate diagrams to help me visualise the whole structure.</p> <p>What's the best program you've used for such problems?</p>
4170,,2008-08-07T00:25:03Z,,9,How to learn ADO.NET,<p>I need to learn ADO.NET to build applications based on MS Office. I have read a good deal about ADO.NET in the MSDN Library; but everything seems rather messy to me.</p> <p>What are the basics one must figure out when using ADO.NET? I think a few key words will suffice to let me organize my learning.</p>
4230,392,2008-08-07T00:54:31Z,,34,The Difference Between a DataGrid and a GridView in ASP.NET?,<p>I've been doing ASP.NET development for a little while now; and I've used both the GridView and the DataGrid controls before for various things; but I never could find a really good reason to use one or the other. I'd like to know:</p>
,,,,,,
<p>What is the difference between these 2 ASP.NET controls? What are the advantages or disadvantages of both? Is one any faster? Newer? Easier to maintain?</p>,,,,,,
,,,,,,
<p>The intellisense summary for the controls doesn't seem to describe any difference between the two. They both can view; edit; and sort data and automatically generate columns at runtime.</p>,,,,,,
,,,,,,
<p><strong>Edit:</strong> Visual Studio 2008 no longer lists DataGrid as an available control in the toolbox. It is still available (for legacy support I assume) if you type it in by hand though.</p>,,,,,,
4320,1525924,2008-08-07T02:41:24Z,,2,ASP.Net 2.0 Application without Business Logic Layer?,"<p>Is it ""acceptable"" to have an <strong>ASP.Net 2.0</strong> application without the BLL (Business Logic Layer) as the following?</p> <ol> <li>SQL Server Data Storage &amp; Stored Procedures</li> <li>Data Link Layer (Strongly Typed Table Adapters) connecting to Stored Procs</li> <li>Presentation Layer ASPX Pages with Code behind and ObjectDataSource for connection straight to the DLL</li> </ol> <p>Is a BLL always preferable; even if business logic is entirely validatable in the presentation's code behind? What are the potential drawbacks for not using a BLL?</p>"
4430,349,2008-08-07T05:48:33Z,,46,How to easily consume a web service from PHP,"<p>Is there available any tool for PHP which can be used to generate code for consuming a <a href=""http://en.wikipedia.org/wiki/Web_service"">web service</a> based on its <a href=""http://en.wikipedia.org/wiki/Web_Services_Description_Language"">WSDL</a>? Something comparable to clicking ""Add Web Reference"" in Visual Studio or the Eclipse plugin which does the same thing for Java.</p>"
4610,383,2008-08-07T12:00:50Z,,11,How can I create Prototype Methods (like JavaScript) in C#.Net?,"<p>How is it possible to make prototype methods in C#.Net?</p> <p>In JavaScript; I can do the following to create a trim method for the string object:</p> <pre><code>String.prototype.trim = function() { return this.replace(/^\s+|\s+$/g;""""); } </code></pre> <p>How can I go about doing this in C#.Net?</p>"
4630,287,2008-08-07T12:26:50Z,,8,How can I Java webstart multiple; dependent; native libraries?,<p>Example: I have two shared objects (same should apply to .dlls). The first shared object is from a third-party library; we'll call it libA.so. I have wrapped some of this with JNI and created my own library; libB.so. Now libB depends on libA.</p>
,,,,,,
<p>When webstarting; both libraries are places in some webstart working area. My java code attempts to load libB. At this point the system loader will attempt to load libA which is not in the system library path (java.library.path won't help this). The end result is that libB has an unsatisfied link and cannot be used. </p>,,,,,,
,,,,,,
<p>I have tried loading libA before libB; but that still does not work. Seems the OS wants to do that loading for me. Is there any way I can make this work other than statically compiling?</p>,,,,,,
4670,634,2008-08-07T12:57:32Z,,15,DVCS Choices - What's good for Windows?,"<p>So I want to get a project on a distributed version control system; such as mercurial; git; or bazaar. The catch is that I need the Windows support to be good; i.e. no instructions that start off with ""install cygwin..."". Now I've <em>heard</em> that git's Windows support is decent these days; but don't have any first hand experience. Also; it sounds like the bazaar team has an explicit goal of making it as multiplatform as possible. Can I get any recommendations?</p>"
4850,41,2008-08-07T15:23:28Z,,16,C# and Arrow Keys,<p>I am new to C# and am doing some work in an existing application. I have a DirectX viewport that has components in it that I want to be able to position using arrow keys.</p> <p>Currently I am overriding ProcessCmdKey and catching arrow input and send an OnKeyPress event. This works; but I want to be able to use modifiers(<strong><kbd>ALT</kbd>+<kbd>CTRL</kbd>+<kbd>SHIFT</kbd></strong>). As soon as I am holding a modifier and press an arrow no events are triggered that I am listening to.</p> <p>Does anyone have any ideas or suggestions on where I should go with this?</p>
4860,661,2008-08-07T15:33:59Z,,8,Authoritative source on XML-sig,<p>We have a question with regards to XML-sig and need detail about the optional elements as well as some of the canonicalization and transform stuff. We're writing a spec for a very small XML-syntax payload that will go into the metadata of media files and it needs to by cryptographically signed. Rather than re-invent the wheel; We thought we should use the XML-sig spec but I think most of it is overkill for what we need; and so we like to have more information/dialogue with people who know the details.</p> <p>Specifically; do we need to care about either transforms or canonicalization if the XML is very basic with no tabs for formatting and is specific to our needs?</p>
4870,483,2008-08-07T15:43:11Z,,11,Why is this regular expression faster?,"<p>I'm writing a Telnet client of sorts in C# and part of what I have to parse are ANSI/VT100 escape sequences; specifically; just those used for colour and formatting (detailed <a href=""http://www.termsys.demon.co.uk/vtansi.htm#colors"">here</a>).</p> <p>One method I have is one to find all the codes and remove them; so I can render the text without any formatting if needed:</p> <pre><code> public static string StripStringFormating(string formattedString) { if (rTest.IsMatch(formattedString)) return rTest.Replace(formattedString; string.Empty); else return formattedString; } </code></pre> <p>I'm new to regular expressions and I was suggested to use this:</p> <pre><code>static Regex rText = new Regex(@""\e\[[\d;]+m""; RegexOptions.Compiled);</code></pre> <p>However; this failed if the escape code was incomplete due to an error on the server. So then this was suggested; but my friend warned it might be slower (this one also matches another condition (z) that I might come across later):</p> <pre><code>static Regex rTest = new Regex(@""(\e(\[([\d;]*[mz]?))?)?""; RegexOptions.Compiled);</code></pre> <p>This not only worked; but was in fact faster to and reduced the impact on my text rendering. Can someone explain to a regexp newbie; why? :)</p>"
4880,323,2008-08-07T15:54:22Z,,22,"Is a ""Confirm Email"" input good practice when user changes email address?",<p>My organization has a form to allow users to update their email address with us.
It's suggested that we have two input boxes for email: the second as an email confirmation.</p>,,,,,,
,,,,,,
<p>I always copy/paste my email address when faced with the confirmation.,,,,,,
I'm assuming most of our users are not so savvy.</p>,,,,,,
,,,,,,
<p>Regardless; is this considered a good practice?,,,,,,
I can't stand it personally; but I also realize it probably isn't meant for me.,,,,,,
If someone screws up their email; they can't login; and they must call to sort things out.</p>,,,,,,
4930,668,2008-08-07T16:35:33Z,,11,How to reference to multiple version assembly,"<p>I'm developing a Sharepoint application and use .NET AjaxControlToolkit library; we are adding a custom aspx page to the Sharepoint. Sharepoint 2007 run in quirks mode so I've made some modification to the AJAX library to make it behave like it normally should. The problem is; the other team already use AJAX library and it is a different version with mine. This cause conflict because there could be only one dll in the bin folder with the same name.</p> <p>From what I know; .NET should be able to handle this situation easily. I've tried using strong name and GAC to solve it; but it still refer to the dll in the bin folder. If there is no AjaxControlToolkit.dll in the bin folder; the application will simply fail to load the assembly. </p> <p>If I use complete assembly information on my like this </p> <pre><code>&lt;%@ <br> Register <br> tagprefix=""AjaxControlToolkit""<br> namespace=""AjaxControlToolkit""<br> assembly=""AjaxControlToolkit; Version=1.0.299.18064; <br> PublicKeyToken=12345678abcdefgh; <br> Culture=neutral""<br>%&gt;<br></code></pre> <p>It gives me Compiler Error CS0433</p> <p>Can someone help me on how to use multiple version of assembly in an application?</p>"
5170,383,2008-08-07T19:06:03Z,2012-10-18T03:03:05Z,90,SQL Server Management Studio alternatives to browse/edit tables and run queries,<p>I was wondering if there are any alternatives to Microsoft's SQL Server Management Studio?</p> <p>Not there's anything wrong with SSMS; but sometimes it just seem too big an application where all I want todo is browse/edit tables and run queries.</p>
5260,106,2008-08-07T20:21:52Z,,4,What is the best way to wrap time around the work day?,"<p>I have a situation where I want to add hours to a date and have the new date wrap around the work-day. I cobbled up a function to determine this new date; but want to make sure that I'm not forgetting anything.</p> <p>The hours to be added is called ""delay"". It could easily be a parameter to the function instead.</p> <p>Please post any suggestions. [VB.NET Warning]</p> <pre><code>Private Function GetDateRequired() As Date ''// A decimal representation of the current hour Dim hours As Decimal = Decimal.Parse(Date.Now.Hour) + (Decimal.Parse(Date.Now.Minute) / 60.0) Dim delay As Decimal = 3.0 ''// delay in hours Dim endOfDay As Decimal = 12.0 + 5.0 ''// end of day; in hours Dim startOfDay As Decimal = 8.0 ''// start of day; in hours Dim newHour As Integer Dim newMinute As Integer Dim dateRequired As Date = Now Dim delta As Decimal = hours + delay ''// Wrap around to the next day; if necessary If delta &gt; endOfDay Then delta = delta - endOfDay dateRequired = dateRequired.AddDays(1) newHour = Integer.Parse(Decimal.Truncate(delta)) newMinute = Integer.Parse(Decimal.Truncate((delta - newHour) * 60)) newHour = startOfDay + newHour Else newHour = Integer.Parse(Decimal.Truncate(delta)) newMinute = Integer.Parse(Decimal.Truncate((delta - newHour) * 60)) End If dateRequired = New Date(dateRequired.Year; dateRequired.Month; dateRequired.Day; newHour; newMinute; 0) Return dateRequired End Sub </code></pre> <p><strong>Note</strong>: This will probably not work if delay is more than 9 hours long. It should never change from 3; through.</p> <p>EDIT: The goal is find the date and time that you get as a result of adding several hours to the current time. This is used to determine a default value for a due date of a submission. I want to add 3 hours to the current time to get the due date time. However; I don't want due dates that go beyond 5pm on the current day. So; I tried to have the hours split between (today; up to 5pm) and (tomorrow; from 8am on); such that adding 3 hours to 4pm would give you 19am; because 1 hour is added to the end of today and 2 hours are added to the beginning of tomorrow.</p>"
5460,590,2008-08-07T23:00:30Z,2012-11-16T12:21:26Z,3,Telligent's Community Server,<p>The company I work for is wanting to add blog functionality to our website and they were looking to spend an awful amount of money to have some crap being built on top of a CMS they purchased (sitecore). I pointed them to Telligent's Community Server and we had a sales like meeting today to get the Marketing folks on board.
My question is if anyone has had issues working with Community Server; skinning it and extending it?<br>,,,,,,
I wanted to explain a bit why I am thinking Community Server; the company is wanting multiple blogs with multiple authors. I want to be out of the admin part of this as much as possible and didn't think there were too many engines that having multiple blogs didn't mean db work. I also like the other functionality that Community Server provides and think the company will find it useful; particularly the media section as right now we have some really shotty way of dealing with whitepapers and stuff.</p>,,,,,,
,,,,,,
<p>edit: We are actually using the Sitecore blog module for a single blog on our intranet (which is actually what the CMS is serving). Some reasoning for why I don't like it for our public site are they are on different servers; it doesn't support multiple authors; there is no built in syndication; it is a little flimsy feeling to me from looking at the source and I personally think the other features of Community Server make its price tag worth it.</p>,,,,,,
,,,,,,
<p>another edit: Need to stick to .net software that run on sql server in my company's case; but I don't mind seeing recommendations for others. ExpressionEngine looks promising; will try it out on my personal box.</p>,,,,,,
